500,10
5,22,28,5,20,11,38,3,1,9
10,11,40,14,25,8,28,2,20,32
35,4,16,12,13,20,9,6,4,24
21,19,34,14,8,30,17,24,25,6
27,15,15,31,13,27,32,26,28,9
25,23,31,21,18,30,1,13,35,30
31,27,36,24,19,36,2,20,40,5
7,14,39,35,22,17,8,17,9,23
11,27,30,16,32,36,18,5,1,2
8,11,29,20,17,12,2,1,21,21
8,6,13,30,27,22,20,24,36,37
30,31,25,19,8,1,28,27,13,39
26,1,32,7,3,24,30,32,18,34
12,34,32,9,18,5,31,34,13,26
3,23,17,39,13,37,24,26,23,11
7,6,11,39,39,14,12,29,39,15
5,5,11,26,6,22,13,1,24,6
20,10,1,19,15,19,38,23,5,40
1,10,39,37,23,14,27,20,26,27
6,27,20,34,24,34,11,39,6,30
13,5,39,30,16,31,15,6,36,40
9,40,39,15,32,38,8,20,2,39
28,21,15,9,17,8,24,25,40,18
37,35,22,31,20,4,29,30,28,4
31,7,22,22,9,12,1,18,27,17
2,32,14,27,27,13,12,33,21,39
22,4,11,39,20,14,7,18,5,1
38,38,6,14,12,38,19,27,7,5
10,25,10,27,39,12,29,21,14,9
20,26,13,33,2,1,32,22,10,23
31,21,2,28,37,6,33,24,39,32
12,29,9,12,3,1,17,5,23,7
34,10,15,11,28,39,8,26,9,7
27,32,30,30,4,10,8,29,26,9
8,40,10,17,8,33,36,4,18,12
32,18,7,13,29,17,22,2,16,19
9,14,21,37,17,40,39,37,17,7
1,32,22,24,29,20,17,23,23,16
15,11,34,28,20,25,37,8,20,5
10,15,10,19,31,19,25,9,21,6
18,36,16,40,12,40,17,39,28,14
19,16,39,16,1,7,16,17,32,18
20,16,30,18,4,8,38,12,10,14
37,35,2,19,18,10,25,28,17,11
24,33,28,16,10,23,12,2,30,38
21,2,38,2,8,15,38,7,38,25
17,30,24,12,20,27,36,12,12,7
7,1,31,9,16,12,20,36,37,38
20,12,30,31,31,32,36,30,12,24
27,7,21,25,18,25,31,7,11,13
8,38,33,33,6,40,5,39,25,5
35,16,26,15,34,17,25,1,40,23
17,34,1,25,1,19,17,8,1,13
8,14,28,31,8,24,7,33,13,18
16,28,21,30,39,8,22,23,21,1
20,31,5,10,33,5,20,35,37,12
17,2,36,22,4,40,38,24,10,38
23,27,34,24,23,2,12,26,26,17
7,5,12,9,27,21,4,17,7,36
2,13,16,7,22,17,34,24,38,17
22,23,11,2,38,34,36,25,10,8
14,35,40,2,40,5,16,29,31,20
20,37,6,24,25,35,14,37,24,27
14,6,35,24,20,3,36,28,21,28
19,29,39,26,19,37,38,39,2,12
34,4,17,34,23,8,25,23,32,13
10,11,28,17,2,13,20,4,25,37
4,12,11,29,33,8,38,12,16,25
6,6,5,4,37,5,33,24,40,33
23,9,24,9,10,13,28,28,15,21
23,37,36,37,2,22,1,12,24,38
24,24,7,15,8,34,23,15,1,26
35,7,23,28,13,5,6,6,35,26
24,3,22,25,25,25,11,11,40,38
37,25,14,19,18,23,2,18,36,40
16,17,34,17,34,31,20,35,39,25
17,7,29,13,35,27,18,26,11,11
12,19,29,10,25,23,18,2,37,3
13,5,15,5,2,19,28,2,33,14
4,40,18,31,4,16,37,28,30,18
21,5,30,27,13,22,37,25,3,31
38,19,17,14,37,38,38,1,16,27
29,12,4,26,21,13,1,26,2,5
34,12,24,20,27,10,39,32,31,10
21,7,22,32,17,30,7,27,31,17
14,9,14,2,35,26,24,34,6,4
23,7,17,5,2,12,38,11,21,31
37,5,3,35,31,31,8,11,3,14
19,14,40,30,3,3,7,31,39,33
14,27,34,19,19,39,29,21,13,28
19,11,34,22,37,4,16,29,35,35
5,38,31,14,18,27,17,39,4,24
13,1,27,31,24,32,19,27,28,23
29,26,31,33,21,5,14,39,17,8
8,36,39,6,37,9,37,20,18,18
20,9,38,33,33,27,20,4,37,7
2,20,24,32,18,20,28,1,16,17
20,6,34,8,11,12,19,2,6,18
18,33,11,39,32,14,20,35,25,38
13,9,36,34,20,36,32,35,37,6
16,28,22,25,9,32,37,35,17,33
13,15,19,30,37,31,25,30,23,36
17,18,9,32,32,19,28,35,23,27
5,39,26,19,36,33,11,9,7,34
33,2,27,22,23,1,40,15,15,25
30,31,3,32,33,36,15,5,19,3
6,12,35,15,10,5,22,18,26,36
9,11,28,34,14,21,14,3,36,9
22,2,4,27,6,10,16,9,22,31
27,14,23,40,35,3,17,29,25,9
19,17,38,28,7,23,7,28,4,37
23,17,33,16,15,26,1,11,5,8
5,38,32,25,26,32,36,27,40,35
32,40,21,13,19,30,33,28,40,13
14,18,21,6,5,20,38,31,22,12
38,38,35,17,29,37,32,39,3,8
38,8,6,34,15,14,31,1,25,15
6,9,31,26,1,37,29,29,20,15
