500,5
35,7,10,17,39
18,23,4,10,17
3,20,34,11,36
40,8,2,4,10
20,3,36,3,17
12,28,39,3,36
5,9,4,37,28
29,26,8,14,30
3,35,14,7,19
20,7,32,2,5
24,14,37,39,2
6,19,37,32,15
12,39,13,21,14
25,29,15,32,24
32,29,7,17,22
40,6,16,15,30
12,2,28,36,32
40,23,2,6,20
14,16,33,29,5
27,28,30,23,37
35,38,39,8,34
4,8,23,25,20
12,2,40,13,10
8,17,29,16,23
29,38,10,38,21
24,15,16,12,28
16,20,24,34,33
14,27,22,13,38
34,15,27,3,34
24,34,6,21,14
3,5,27,3,10
19,8,29,2,30
11,18,19,28,19
35,16,2,11,7
10,33,9,13,13
38,12,18,38,1
16,22,2,37,29
22,35,21,29,30
30,28,32,10,10
7,38,37,20,13
17,12,9,36,5
22,38,27,30,40
2,8,26,29,1
35,20,37,13,15
21,15,37,24,11
20,32,38,31,16
9,33,4,14,9
13,12,32,36,38
13,24,24,34,25
38,25,15,40,37
7,34,19,13,27
7,11,1,14,8
10,38,39,37,31
4,35,25,12,15
37,34,12,25,13
27,21,2,17,29
24,11,7,4,5
24,1,25,5,20
24,40,4,38,27
35,37,16,30,11
9,32,26,35,36
12,9,5,14,28
15,20,19,1,27
18,19,33,15,30
22,14,31,8,24
27,30,24,17,3
21,34,33,6,16
40,39,18,9,27
1,14,8,5,25
5,1,34,21,23
22,2,22,6,37
14,2,26,36,11
21,26,39,40,22
13,33,14,38,34
20,35,8,1,9
16,16,17,35,12
27,2,28,23,3
36,5,5,33,20
15,13,35,8,37
9,22,33,13,9
28,27,25,35,19
11,8,24,39,6
29,3,4,32,17
39,14,6,4,4
14,5,39,40,20
24,26,34,16,38
39,25,15,13,37
19,18,25,4,19
1,36,25,17,10
25,11,13,23,29
8,7,12,40,3
4,8,32,24,4
16,20,28,21,10
25,6,3,36,18
12,32,21,21,39
16,22,18,26,40
23,21,10,30,1
40,21,24,10,5
12,40,6,8,9
10,8,24,30,13
4,33,12,22,4
29,8,19,37,23
40,17,24,19,19
37,21,1,14,33
9,22,35,11,15
28,24,23,32,36
23,13,9,23,16
33,11,28,35,27
29,10,10,38,29
25,32,37,14,14
14,11,4,18,22
6,39,9,30,33
12,28,11,6,32
40,10,2,1,7
24,31,26,38,21
6,17,22,14,12
5,22,37,4,37
1,33,5,29,5
23,9,28,28,17
18,22,23,24,27
4,22,23,6,26
21,26,35,9,4
26,6,6,22,23
20,5,24,23,21
37,1,12,29,3
19,20,7,36,20
7,11,20,36,27
2,23,30,21,18
29,31,4,31,14
28,2,11,19,2
12,1,25,32,40
26,37,16,30,17
12,23,17,4,7
8,6,20,1,7
36,19,19,28,25
3,4,39,20,24
4,2,23,18,5
6,8,13,20,28
17,16,4,35,5
22,26,5,8,7
29,39,2,17,11
20,24,38,25,17
25,26,34,36,7
22,7,13,23,30
17,28,29,40,9
6,7,14,18,33
40,25,37,18,22
12,35,11,26,36
10,1,11,37,34
22,40,24,25,20
23,1,22,37,20
31,14,10,9,32
28,26,6,38,36
8,9,27,40,4
23,9,20,12,7
17,7,35,19,6
6,35,18,33,4
6,35,37,11,29
4,20,21,23,21
7,30,33,28,34
39,19,35,18,2
7,40,13,39,38
12,28,20,31,37
10,2,19,19,30
20,1,31,37,21
28,8,37,37,7
15,40,40,8,2
30,17,25,7,25
5,5,13,24,8
25,7,3,8,33
27,31,37,12,9
18,38,7,40,15
13,28,24,18,27
9,19,15,23,34
37,35,2,5,20
11,38,8,4,26
28,16,9,19,27
19,34,10,31,23
21,5,16,14,35
26,2,36,1,27
10,4,22,1,12
28,30,27,32,10
18,28,17,6,23
26,2,20,18,8
20,24,11,22,18
33,18,9,40,2
23,28,26,36,29
20,23,40,28,12
35,8,24,3,34
15,30,32,14,38
39,16,32,30,38
38,17,19,13,33
10,21,8,20,28
36,2,3,5,16
28,8,21,24,35
21,33,25,10,19
5,14,31,22,19
22,38,26,25,16
29,36,11,17,24
30,21,39,13,6
14,20,6,20,32
17,20,8,20,8
26,22,12,34,11
7,20,38,19,6
34,13,31,24,27
37,27,28,8,35
39,21,39,30,18
11,18,4,35,20
31,10,38,36,1
37,23,30,40,9
10,39,40,9,33
27,10,2,24,5
17,34,35,15,29
15,8,6,39,38
33,38,14,13,7
35,23,11,2,28
28,1,25,30,18
23,26,32,39,36
