500,40
33,21,26,35,1,6,28,16,9,1,26,22,37,31,25,11,36,23,20,31,37,10,25,3,7,31,22,2,24,27,6,15,1,25,14,21,12,14,23,7
22,15,2,27,29,11,10,4,40,25,34,11,35,37,36,37,13,18,17,29,40,24,8,27,31,24,23,27,32,23,2,15,12,35,23,22,38,35,13,29
23,9,17,17,31,37,23,27,17,22,27,12,29,31,6,28,2,5,38,25,25,26,24,35,11,40,3,29,22,1,39,22,31,33,25,21,3,37,8,34
8,16,28,27,9,22,19,13,24,26,13,9,13,10,39,21,11,24,7,24,2,27,14,2,6,38,28,32,27,11,32,36,32,30,4,33,14,25,14,9
23,30,2,21,36,26,27,8,6,22,6,8,39,27,7,22,27,26,29,30,25,25,18,32,21,33,8,26,27,2,35,28,6,22,36,27,7,18,21,4
20,10,24,19,8,8,24,16,22,10,37,6,22,14,3,19,24,26,33,8,16,27,20,5,36,6,17,17,13,14,37,17,19,22,39,3,28,7,27,8
9,21,15,39,37,9,5,37,26,6,11,11,35,22,3,31,29,17,4,14,6,15,23,27,23,15,16,23,18,30,40,28,20,8,22,34,22,24,9,37
9,1,25,39,38,19,34,20,17,3,12,36,17,15,21,19,32,26,2,17,12,10,8,32,8,29,24,9,15,28,1,25,4,17,20,32,39,33,30,30
18,37,2,12,21,11,23,29,38,18,22,16,23,32,21,11,8,20,23,3,34,22,13,6,8,35,34,22,3,2,36,40,13,13,39,14,9,22,30,28
13,8,13,12,29,33,24,19,26,2,6,8,5,9,11,13,13,27,38,2,8,15,36,22,29,29,5,38,28,6,11,38,15,24,33,30,26,8,36,29
9,3,30,33,14,12,23,9,9,13,27,7,35,13,6,17,14,38,33,7,31,32,35,34,8,30,28,12,12,3,3,35,40,20,17,2,22,18,5,31
26,23,26,36,9,11,14,19,37,17,34,11,38,35,35,20,3,17,10,37,37,8,40,15,10,36,14,5,40,12,37,9,19,4,30,1,38,9,20,16
36,2,28,5,18,21,31,20,13,26,36,31,10,9,3,30,13,3,36,36,17,21,18,37,33,38,29,35,29,37,29,18,39,26,29,20,17,26,25,12
40,13,34,34,1,11,28,1,25,34,30,37,1,9,12,3,22,27,29,13,9,4,21,38,1,20,6,28,6,31,21,33,18,40,8,18,7,16,37,37
24,20,26,11,20,32,21,2,27,25,17,39,40,5,7,33,39,18,4,21,11,16,23,14,40,9,5,23,6,12,25,3,15,35,20,18,15,19,37,7
21,25,25,25,12,10,32,10,19,33,7,29,31,27,1,12,22,4,28,21,20,29,27,12,34,22,32,23,17,8,24,14,6,35,16,28,1,6,14,16
38,40,2,1,25,24,12,31,5,4,20,27,39,11,24,12,15,38,35,28,3,19,14,28,18,15,13,34,15,15,24,18,24,21,27,27,8,25,35,10
3,23,18,23,15,7,15,39,7,7,40,11,2,12,23,38,35,13,19,13,37,1,18,21,13,9,13,1,19,38,36,31,3,29,38,1,28,9,5,40
13,30,19,8,36,30,32,36,29,28,7,21,17,8,10,23,27,11,27,16,31,12,2,1,35,12,11,2,31,23,37,37,13,16,24,4,18,34,10,13
19,28,36,28,32,21,39,30,5,3,26,11,7,4,19,24,37,5,27,30,18,36,22,15,36,19,39,37,12,9,8,5,9,1,29,27,33,13,39,2
19,35,34,28,4,18,13,31,9,13,34,29,33,22,26,33,33,14,26,39,8,40,26,4,29,22,37,10,8,23,21,40,18,11,25,12,40,26,29,34
7,9,15,19,35,19,24,38,14,4,36,22,36,30,36,29,33,6,16,25,11,2,33,9,24,16,35,27,25,37,12,9,19,29,39,12,7,26,2,4
6,30,28,17,34,25,1,10,17,26,15,20,17,24,14,7,17,33,32,17,6,16,5,17,26,1,19,30,31,30,17,26,27,28,22,35,31,9,5,33
17,34,24,8,11,28,10,10,22,20,28,38,10,6,10,19,29,12,2,7,16,13,29,32,25,37,35,21,29,16,13,5,17,11,21,26,28,37,7,15
9,33,14,7,18,2,35,24,31,8,25,33,5,26,20,17,5,33,25,18,26,27,31,32,18,37,18,1,5,10,15,8,5,27,16,4,27,22,17,5
33,36,16,29,28,30,4,16,1,23,32,10,22,1,18,34,20,1,8,6,18,24,34,30,35,28,38,21,31,20,15,31,27,2,36,24,23,25,17,2
35,31,29,3,3,7,20,6,35,19,11,10,2,23,3,33,22,15,2,28,40,34,1,29,20,26,21,24,15,37,36,29,36,7,15,40,14,16,13,18
16,3,35,10,30,19,5,22,2,21,24,6,13,28,37,7,12,40,20,12,25,19,9,23,19,22,38,28,13,5,22,35,33,16,18,14,24,6,13,24
26,30,16,7,39,19,6,33,12,20,11,19,20,35,19,11,31,1,15,39,39,28,18,17,40,33,4,18,11,17,33,40,30,17,40,34,28,27,23,7
9,24,13,25,14,10,6,23,35,26,27,15,35,14,8,29,2,36,6,39,34,5,38,31,5,17,33,24,21,9,7,32,4,38,21,29,4,8,25,38
32,4,18,19,6,25,19,25,6,32,32,9,8,31,8,16,37,3,31,38,30,8,20,4,2,12,35,40,16,25,1,32,8,14,6,21,18,1,8,36
22,2,33,36,36,5,21,27,27,10,18,3,1,19,9,14,5,13,13,1,11,15,14,16,32,36,22,40,12,37,37,34,12,16,37,14,33,3,5,37
38,2,28,9,32,10,33,26,11,28,7,30,27,11,21,34,35,12,4,32,1,12,36,12,37,14,16,22,20,27,28,8,29,15,25,6,12,37,32,20
1,1,26,27,23,24,2,33,27,33,25,7,13,10,2,3,14,10,26,12,27,25,32,34,1,3,16,6,18,34,6,11,8,40,13,15,2,11,16,18
14,13,20,7,16,30,33,21,34,33,5,35,38,17,18,36,14,28,29,34,22,19,40,39,9,32,7,20,19,6,36,21,3,3,27,30,2,40,27,11
30,33,23,13,32,29,17,4,39,8,12,9,29,21,9,2,5,14,28,5,12,28,16,16,1,30,14,23,2,16,29,15,4,28,40,15,16,20,37,10
28,4,4,23,32,23,22,25,23,9,28,12,40,30,3,38,17,11,29,28,1,9,25,6,33,37,22,12,39,27,39,15,33,22,4,17,8,28,33,21
23,17,27,9,9,33,40,7,3,35,10,39,21,20,19,23,13,4,12,19,14,39,17,12,11,25,27,20,21,17,20,22,14,9,4,34,36,3,22,2
38,29,14,39,5,36,34,5,13,39,3,9,26,20,2,9,12,14,10,36,36,23,25,18,24,26,30,32,2,33,9,29,39,9,9,36,4,17,22,11
30,23,10,2,14,32,20,33,5,36,25,10,27,29,25,1,7,31,7,7,38,9,6,17,17,36,35,4,18,3,5,3,21,31,12,13,26,6,35,17
6,19,20,35,19,14,7,36,16,2,18,33,2,27,30,30,25,7,25,9,32,30,30,40,31,9,22,8,17,14,8,7,29,15,33,9,20,15,32,40
20,35,8,13,30,22,12,29,27,36,12,31,30,34,34,19,16,26,16,34,5,11,26,1,23,27,3,25,3,26,28,34,17,40,5,18,7,32,18,23
4,9,20,18,39,35,17,24,7,20,3,10,27,12,13,22,24,35,12,18,11,9,18,6,10,1,12,25,37,21,12,12,4,33,13,5,38,3,17,26
4,26,31,34,37,28,11,33,9,21,24,3,20,12,2,3,9,26,6,30,18,18,17,7,33,37,24,37,20,22,13,12,31,24,16,27,35,7,14,36
40,31,10,34,10,4,3,29,6,7,33,28,35,27,6,12,25,9,20,36,17,28,14,16,14,34,36,2,10,26,29,5,37,28,31,10,35,22,36,9
28,26,2,38,40,28,31,23,3,34,6,27,18,31,36,5,16,13,13,5,22,11,1,12,15,12,37,22,34,7,22,2,24,2,4,11,7,1,14,3
12,10,2,35,36,25,10,26,26,25,4,12,28,36,35,37,34,38,6,12,34,22,13,38,38,2,38,34,5,26,20,32,7,24,9,22,30,36,27,36
4,25,16,28,40,7,19,12,12,36,38,4,2,26,19,16,3,4,14,9,33,24,23,14,11,12,9,13,39,38,11,13,34,18,38,30,5,11,5,36
8,8,4,31,20,22,5,6,16,7,5,14,25,1,29,5,4,26,21,18,26,17,13,29,5,36,9,6,5,15,20,31,8,18,35,29,19,11,5,31
