100,5
3,5,2,4,22
30,40,10,20,37
15,1,36,17,24
4,38,7,34,23
8,39,4,14,8
34,16,21,22,29
12,16,32,28,12
18,19,36,7,25
21,11,6,22,23
4,32,22,35,19
19,15,21,7,27
21,22,14,1,7
29,11,26,18,33
22,6,11,27,3
25,30,23,1,14
11,40,30,14,30
13,37,28,36,15
30,30,37,25,28
13,10,38,16,4
25,33,32,28,4
23,31,7,40,9
34,35,16,13,36
17,14,22,15,12
35,1,29,24,40
14,36,39,24,6
30,25,14,10,23
15,6,33,14,20
7,32,11,22,37
22,37,16,8,33
6,13,13,21,9
40,4,5,30,27
11,19,19,38,38
6,33,35,21,26
4,5,10,20,23
30,29,14,17,38
6,29,4,17,26
37,34,28,34,30
16,21,12,34,4
14,31,4,8,1
19,18,9,30,22
30,4,13,26,14
36,14,15,34,33
6,2,35,33,38
5,30,3,27,17
35,35,3,9,13
25,5,17,13,22
6,19,16,28,23
12,13,37,11,25
40,23,27,17,30
23,27,6,24,2
21,13,23,11,9
3,9,25,14,17
27,39,23,21,13
24,9,11,3,23
29,22,6,9,39
19,3,14,6,17
38,18,25,10,3
13,21,29,16,40
16,27,6,30,16
5,16,13,2,35
7,16,19,8,19
17,17,27,16,19
26,35,39,1,36
24,4,28,4,29
30,10,5,2,31
31,5,6,37,34
22,3,10,5,15
12,8,17,26,16
22,6,22,20,34
1,27,25,3,32
24,40,37,29,24
15,5,19,13,36
22,32,38,6,2
37,8,4,9,34
24,24,14,39,22
14,32,29,21,5
27,7,2,12,28
23,13,24,39,22
22,22,23,26,35
22,12,18,40,35
29,4,9,31,40
20,17,28,5,14
17,23,39,39,39
25,26,3,33,8
29,22,11,4,29
3,21,35,33,36
2,7,30,37,10
37,2,15,1,16
15,29,27,21,29
6,35,5,8,11
20,22,17,2,37
20,34,31,15,7
12,19,40,6,26
11,6,14,18,33
7,38,15,33,8
18,11,26,16,37
12,38,38,13,40
39,15,19,6,4
34,16,4,21,40
28,22,19,12,5
