100,30
19,40,19,10,33,19,24,37,28,12,10,19,30,38,40,27,7,5,23,31,2,26,25,4,33,20,7,14,10,14
22,1,23,8,35,29,11,31,33,14,11,22,9,4,26,32,36,22,19,29,29,32,24,9,25,8,32,28,35,30
30,36,35,24,5,12,18,3,8,14,5,22,34,16,11,38,35,19,40,36,18,26,12,17,39,8,10,22,20,20
34,17,18,31,39,14,31,29,15,3,21,6,37,23,16,36,24,28,1,4,21,19,6,6,23,25,23,25,2,21
19,12,35,22,20,27,9,24,21,36,15,32,13,26,29,35,3,36,34,36,36,13,15,34,11,21,27,25,36,39
19,25,38,17,8,15,22,17,19,31,6,24,19,30,37,37,11,13,11,6,38,17,10,32,22,35,26,16,37,36
24,24,3,32,39,6,13,30,19,17,39,23,6,38,32,16,16,25,23,11,28,29,37,27,7,32,8,35,28,3
28,1,14,5,34,23,8,5,10,26,9,4,23,16,7,24,8,20,32,8,15,1,37,10,10,6,8,6,8,29
8,24,27,31,5,13,37,19,4,23,38,5,20,23,3,32,11,32,21,21,19,20,28,9,15,11,13,17,8,34
2,31,38,26,33,10,5,34,17,7,6,13,1,26,10,22,23,7,37,22,33,12,23,16,39,18,27,11,33,38
33,16,1,5,25,40,21,11,32,37,5,18,36,21,18,11,8,1,32,4,7,6,34,1,23,4,22,36,35,16
20,23,6,20,36,1,37,5,35,25,24,20,1,24,32,10,35,39,20,6,5,2,5,21,30,29,39,15,12,14
29,36,13,17,24,21,33,39,31,14,14,22,23,4,7,7,39,22,21,29,9,10,24,33,39,25,31,10,1,3
3,13,19,8,15,28,4,13,19,23,1,19,27,1,7,26,7,15,19,38,9,31,4,9,29,1,32,22,4,20
13,39,28,34,14,24,24,28,24,8,38,19,19,20,24,28,39,4,32,24,30,17,18,12,27,37,31,24,28,28
36,18,37,9,33,21,20,25,16,27,27,20,26,32,38,32,12,1,25,7,5,11,30,3,25,12,37,18,2,30
32,21,18,38,18,18,28,22,26,14,22,12,15,8,11,22,24,23,13,14,29,15,27,33,2,22,13,31,13,19
28,21,23,15,21,6,30,27,1,25,27,36,8,3,18,1,35,39,18,6,17,23,22,26,31,5,5,32,26,15
14,27,1,38,31,34,22,28,38,21,21,21,8,18,34,16,24,6,11,33,1,38,31,24,1,14,1,40,1,9
16,21,35,20,1,26,1,21,29,15,2,12,21,37,34,11,40,19,36,18,10,10,39,4,2,1,19,17,21,18
1,21,10,20,35,29,11,38,29,4,4,36,18,28,34,18,9,18,7,34,1,15,22,16,1,28,29,39,10,34
12,28,16,4,12,31,16,25,18,14,17,25,24,34,33,36,11,38,31,5,24,24,2,29,25,9,26,21,2,39
4,2,35,33,28,17,24,17,6,11,18,9,15,11,3,38,25,25,14,35,2,34,19,5,22,14,36,34,1,3
25,23,1,22,18,37,29,37,15,3,21,7,24,34,9,40,10,17,27,18,31,33,13,3,3,22,19,36,35,9
2,3,10,5,24,40,36,22,39,24,29,30,5,26,14,35,25,16,19,38,7,17,24,38,17,5,8,18,40,24
6,7,20,8,25,1,39,3,10,6,29,9,27,20,25,7,15,7,4,25,34,25,27,28,26,38,26,26,37,26
10,17,13,3,40,3,25,25,12,5,13,22,10,4,21,26,27,18,7,24,16,4,34,29,5,20,5,38,32,16
39,40,10,32,17,22,34,36,30,9,8,2,8,31,27,1,16,16,35,4,35,32,30,26,1,24,30,1,9,12
1,40,22,4,17,27,39,38,1,39,7,15,24,38,2,1,10,18,27,35,37,8,34,29,26,39,34,39,26,1
15,39,18,7,26,16,34,19,21,30,17,19,29,13,30,26,8,31,5,6,39,13,15,14,22,22,12,18,22,23
26,1,36,32,35,6,29,22,27,11,1,31,9,15,3,13,8,4,6,9,37,5,26,3,19,3,21,18,1,38
7,14,34,15,12,30,24,25,29,40,36,25,21,19,21,25,13,38,3,39,32,23,10,5,31,19,24,10,7,15
17,25,1,33,13,32,14,21,16,19,16,12,1,24,34,25,19,21,38,21,39,19,38,39,30,23,24,1,28,4
30,2,34,29,14,22,37,29,26,31,10,7,3,7,11,35,27,6,27,33,36,9,19,32,22,4,13,34,17,24
14,10,16,16,35,34,29,7,7,16,38,15,16,31,34,38,7,3,7,39,30,13,23,17,39,14,10,37,10,24
29,15,25,26,21,25,14,26,2,13,30,33,31,9,30,19,18,37,19,35,16,37,10,29,24,21,26,20,34,29
30,35,23,2,25,22,24,39,13,29,14,26,16,19,7,15,35,36,10,12,21,17,4,5,40,39,21,26,40,28
2,26,4,4,14,25,2,39,31,20,40,8,22,11,2,34,10,21,33,19,15,25,24,33,30,33,3,10,10,39
38,26,15,35,23,30,34,12,11,35,14,29,30,31,17,22,35,31,21,31,26,14,28,11,26,37,21,28,3,35
6,5,34,2,17,22,19,21,19,36,30,16,17,11,18,16,38,25,27,38,23,12,19,9,17,24,24,25,8,9
31,12,3,34,35,29,13,19,36,20,2,9,6,36,26,2,20,34,26,23,34,4,27,20,33,18,38,35,2,30
37,39,31,9,16,27,7,22,2,17,13,11,23,21,7,35,1,38,39,1,21,33,8,8,40,29,16,4,21,13
14,2,1,11,38,28,35,11,6,19,27,19,33,33,4,33,7,30,1,18,9,15,26,37,3,7,3,27,34,3
13,21,38,37,23,36,34,17,40,34,20,12,17,39,15,40,17,5,2,32,22,12,40,22,11,11,37,32,12,21
5,14,8,33,9,4,28,22,8,33,6,14,18,3,25,26,34,37,13,35,13,35,29,2,12,20,11,19,8,4
38,35,18,25,1,27,21,23,38,2,8,17,21,27,17,37,40,5,17,25,3,2,34,13,1,36,35,8,5,34
10,10,18,29,36,25,7,38,39,40,26,9,11,32,24,2,17,3,34,19,20,18,34,30,36,34,14,21,10,21
39,24,14,19,16,11,23,4,34,30,10,6,2,4,20,26,1,14,16,28,34,15,21,4,4,28,28,15,40,11
22,18,11,22,34,19,11,31,2,4,29,12,8,34,35,25,14,19,29,29,30,34,35,22,40,27,32,40,8,31
31,27,20,11,2,15,5,24,5,24,26,22,10,18,31,27,30,9,7,24,35,14,7,28,17,40,13,4,27,22
2,9,20,19,15,38,1,11,33,9,4,9,28,15,29,40,11,8,26,10,23,40,18,39,12,27,25,24,9,40
3,35,24,2,29,29,18,19,11,8,15,28,9,13,18,24,32,5,21,13,8,32,28,21,22,27,9,9,30,22
20,23,18,33,18,23,7,36,31,18,8,4,19,18,37,37,19,12,21,22,32,17,19,5,23,2,34,17,18,17
19,29,23,5,28,28,40,14,15,5,17,5,36,14,24,22,27,11,40,35,19,1,14,20,24,29,24,37,40,10
28,20,14,3,36,16,31,7,17,31,38,10,13,21,24,29,29,34,12,13,34,5,10,2,24,37,25,13,16,22
4,15,16,6,37,37,6,3,14,4,24,25,38,23,22,30,9,2,16,5,33,1,32,18,8,39,40,23,40,23
23,14,9,39,2,36,23,3,34,12,28,12,20,34,1,36,28,9,39,15,12,18,32,19,9,5,4,37,38,12
34,6,23,38,21,35,6,8,40,1,14,20,17,11,33,34,2,25,12,26,9,13,21,17,37,5,16,36,29,23
29,35,20,3,27,3,7,12,32,14,3,28,8,10,31,37,14,31,32,19,28,32,18,16,9,9,6,20,4,15
3,33,2,22,8,7,39,3,11,22,38,29,16,26,3,34,23,37,21,19,2,14,5,13,36,40,12,23,13,23
2,38,12,39,32,38,7,17,27,3,29,23,31,16,34,13,6,40,16,34,10,4,6,3,17,29,6,27,2,9
32,16,4,10,30,2,5,32,8,34,5,20,38,9,3,20,37,23,24,23,5,20,32,24,30,23,31,22,21,33
9,28,39,19,40,19,31,5,13,3,5,3,22,34,37,18,1,25,37,12,35,13,1,10,21,3,21,24,27,11
10,13,3,21,32,20,12,1,24,1,37,22,22,26,3,7,4,18,25,29,4,36,21,9,33,31,9,39,26,1
16,9,12,17,31,30,27,8,6,15,9,4,18,6,40,11,27,26,40,1,7,20,8,7,29,7,26,16,5,25
34,23,32,19,30,16,30,6,26,24,3,7,28,39,36,18,7,26,26,37,15,34,40,31,16,25,20,40,18,20
12,12,6,38,35,8,34,26,17,27,10,14,5,22,12,16,36,37,19,37,32,35,20,23,19,28,2,6,23,39
38,27,9,15,21,22,27,29,15,14,25,40,30,7,13,20,37,39,12,14,9,5,26,26,33,30,27,5,37,11
