200,20
40,4,27,13,11,22,18,5,12,3,14,10,20,4,37,4,11,26,39,28
12,25,29,22,1,17,15,25,1,24,19,23,18,10,40,28,25,3,5,11
17,28,14,10,22,13,14,5,35,1,16,1,28,25,4,10,2,38,27,12
9,26,2,6,22,2,35,39,23,35,27,28,40,6,40,37,13,16,4,6
1,14,39,15,18,24,38,31,26,18,12,24,6,20,37,9,22,12,2,11
15,39,30,4,3,22,10,39,23,33,7,5,3,11,36,32,40,14,36,17
28,31,21,25,23,13,39,37,5,3,15,28,19,4,19,13,7,38,25,1
16,25,5,33,27,20,32,36,32,37,32,23,7,6,36,5,4,39,12,25
21,8,34,29,34,33,15,38,5,3,8,13,15,17,33,28,29,22,25,28
19,8,40,40,2,24,40,4,27,18,3,32,32,4,1,11,30,40,12,34
26,7,1,14,7,4,22,8,2,22,24,7,8,5,8,30,1,21,1,29
27,6,25,25,22,20,18,8,2,36,40,24,12,2,11,3,37,3,34,23
37,10,8,19,37,40,23,16,18,3,40,4,23,17,12,35,15,34,13,24
27,16,14,7,27,38,8,6,18,25,36,16,11,8,22,31,25,9,35,37
11,5,17,30,3,18,33,13,35,18,26,2,31,1,14,14,24,10,8,23
33,3,7,2,34,11,23,35,33,33,12,39,38,10,22,29,16,26,26,9
30,18,6,18,21,3,14,5,8,18,12,12,29,22,10,19,27,31,23,39
10,17,33,32,6,33,4,13,27,36,7,4,6,15,9,21,27,31,27,4
35,38,27,22,21,34,13,33,32,33,26,9,27,6,25,35,11,39,20,11
35,34,36,5,11,8,40,15,1,35,1,8,1,38,10,36,15,25,21,8
27,28,32,18,22,25,12,16,3,6,7,39,22,15,5,1,38,36,32,6
38,30,13,21,7,29,21,14,14,26,30,27,38,31,20,18,36,28,30,35
31,26,5,24,25,5,4,36,40,26,1,32,38,37,15,22,29,2,1,9
28,12,26,31,18,38,5,22,3,22,20,20,14,5,37,32,15,10,9,14
6,40,1,9,9,4,29,10,17,16,4,34,19,14,20,40,39,10,10,37
36,30,29,6,13,2,36,10,32,24,40,21,22,7,21,36,32,21,1,22
39,5,20,7,5,12,2,23,39,36,26,24,8,16,11,22,7,25,24,6
19,35,37,13,20,14,40,27,31,7,37,1,16,11,39,8,15,26,14,7
37,33,8,40,8,34,38,2,8,19,6,7,7,32,7,4,6,28,38,16
3,5,34,24,13,6,12,14,8,33,37,16,32,14,40,3,36,20,19,8
32,36,10,28,6,26,19,38,40,17,13,25,2,1,31,17,34,22,21,26
2,30,22,25,20,4,4,31,39,35,14,16,20,8,34,40,17,27,3,26
1,20,22,35,10,4,5,32,28,19,3,26,4,22,36,30,9,24,36,32
40,16,27,34,22,22,2,10,34,25,23,38,12,17,12,12,33,33,19,18
14,36,7,27,15,25,10,3,28,1,16,26,36,33,23,5,4,20,30,34
33,30,12,15,27,35,31,23,37,14,12,10,17,15,32,34,25,24,13,27
16,37,6,7,34,11,5,7,6,1,6,3,27,4,12,39,22,18,21,25
3,14,15,37,12,5,24,3,14,9,37,38,40,22,9,6,25,28,39,26
3,40,9,23,5,8,16,13,17,3,22,22,16,5,29,8,3,6,25,29
15,25,14,31,14,40,28,33,12,21,3,36,13,36,22,38,11,28,10,40
1,36,22,12,7,17,36,16,3,40,26,37,12,27,11,1,37,25,23,6
22,20,8,27,6,15,10,28,25,25,39,15,20,15,26,4,17,20,38,5
32,33,34,39,12,15,19,25,30,34,24,11,13,8,27,13,30,36,29,36
23,20,21,38,9,25,8,23,15,14,19,7,14,15,34,40,7,6,10,25
39,7,16,38,32,1,26,15,10,17,35,24,16,22,19,4,13,27,40,12
27,15,13,18,29,25,38,21,35,19,18,33,14,6,20,37,1,12,6,26
13,22,10,31,10,1,20,40,7,19,25,1,11,22,29,19,21,26,30,22
31,5,14,24,1,39,20,2,5,28,29,9,38,2,30,24,5,39,9,28
23,19,14,33,39,23,38,6,21,23,31,4,25,1,6,3,27,33,38,3
34,25,7,28,17,16,9,2,27,28,39,21,31,17,31,5,2,37,26,35
13,25,26,7,40,22,30,36,35,6,29,33,8,2,35,28,20,11,21,10
26,36,38,33,29,5,4,19,10,33,26,31,23,30,23,3,8,21,34,28
38,4,23,24,32,14,39,6,14,24,35,5,9,4,26,29,15,24,14,31
18,33,17,12,31,36,10,32,12,38,30,31,40,29,14,40,38,2,13,9
1,24,16,38,23,39,7,28,33,2,14,9,21,16,5,36,14,9,40,18
17,14,39,18,23,9,12,40,20,25,7,24,12,11,37,29,39,33,7,40
37,12,22,15,39,31,13,3,7,18,37,3,6,28,29,15,17,20,2,35
39,2,24,13,31,29,21,2,19,33,10,9,6,35,22,23,8,40,36,29
22,19,7,24,4,1,25,23,32,18,29,6,33,24,17,39,38,36,10,15
15,37,13,39,32,22,38,27,14,10,25,3,32,17,33,28,29,38,30,6
