100,20
9,5,24,33,39,9,31,4,9,34,22,10,22,18,25,4,36,10,17,34
1,9,9,15,26,31,39,2,34,37,34,25,1,34,14,39,1,39,20,25
34,14,6,11,14,17,37,1,38,20,27,29,24,17,6,11,29,13,32,19
31,20,4,30,28,20,28,3,23,5,22,5,8,10,29,24,5,38,25,4
21,7,14,15,17,34,19,25,12,17,28,9,29,13,15,35,13,20,4,29
39,6,1,27,25,34,38,13,14,3,39,13,21,13,31,28,14,1,13,30
1,3,36,35,36,36,7,30,16,1,23,4,26,21,1,20,6,22,18,24
22,34,22,7,16,3,24,22,38,10,20,22,36,33,23,12,28,33,34,13
36,29,2,2,33,6,37,20,7,9,8,16,38,38,30,3,8,34,23,36
10,12,2,35,10,20,40,1,26,6,12,8,4,26,26,9,24,5,27,40
25,25,40,25,32,12,29,33,3,28,21,20,25,40,4,26,38,39,40,3
40,9,34,18,4,8,32,10,29,10,3,13,29,5,8,22,32,21,39,37
2,36,19,15,9,20,36,39,10,26,15,20,17,1,8,11,12,7,13,25
20,8,3,1,40,17,25,28,26,13,13,13,13,18,35,35,29,34,27,21
18,26,20,38,37,37,24,12,16,25,32,9,33,13,18,38,3,3,17,4
6,28,23,18,8,19,11,21,16,40,2,20,8,6,4,28,8,33,10,11
24,13,20,6,36,29,6,40,11,5,27,1,38,25,10,36,12,33,24,32
6,24,38,36,1,29,37,39,26,27,13,27,37,29,36,17,10,1,32,33
25,34,8,11,22,10,36,37,9,22,28,33,31,13,36,13,36,21,14,24
8,2,7,32,32,4,35,3,29,15,32,17,10,4,29,25,5,21,6,39
39,15,5,33,12,35,35,10,7,23,40,9,22,10,6,15,22,39,34,2
20,5,12,26,24,20,10,21,32,38,3,38,19,30,35,26,40,37,19,1
30,20,13,11,10,14,23,33,21,4,9,3,9,27,28,11,34,27,8,39
8,2,26,1,2,5,18,2,24,2,18,8,16,30,8,16,40,22,34,28
15,35,19,30,30,18,2,4,6,29,37,36,36,19,30,5,7,40,35,28
1,3,38,10,7,6,25,5,32,36,31,14,30,33,16,28,2,22,22,12
36,31,36,5,33,25,14,34,36,17,10,21,5,33,11,30,13,40,23,36
6,32,8,5,22,7,30,21,7,17,18,5,37,28,21,30,16,27,16,14
20,36,13,3,2,32,33,38,12,36,21,9,32,37,32,4,2,24,20,6
32,15,15,35,12,34,23,38,9,26,12,39,8,21,37,28,21,22,13,40
27,3,12,40,6,10,7,24,19,9,35,30,14,3,13,22,14,28,10,18
7,40,40,18,37,39,40,4,37,13,25,12,5,5,26,24,24,9,8,18
20,27,12,36,1,13,11,17,33,8,35,20,17,21,17,19,19,5,19,27
21,13,40,36,18,3,33,14,16,16,15,4,38,3,12,36,13,9,14,18
20,25,19,32,18,19,28,23,33,2,36,7,2,36,12,21,11,12,17,18
13,10,32,10,7,17,15,2,1,15,37,36,33,21,6,9,9,2,36,29
4,16,28,10,21,29,27,30,39,2,9,28,27,26,35,1,30,3,2,20
19,39,17,32,15,10,9,18,16,35,4,9,36,1,20,27,10,25,14,25
11,7,3,22,26,7,6,13,38,16,40,1,26,10,33,17,31,6,21,28
8,18,1,28,38,25,40,29,17,32,9,18,16,9,18,4,15,14,28,14
5,8,30,12,13,37,2,4,23,2,4,32,39,25,16,24,16,1,17,3
27,10,5,19,16,40,24,17,29,29,37,30,30,35,3,2,21,20,40,4
24,10,12,10,17,25,38,3,32,23,39,39,19,20,10,36,6,36,28,20
15,18,6,36,38,23,32,35,15,36,15,17,26,40,23,6,32,3,24,23
30,26,12,32,39,29,33,20,31,40,33,22,28,29,13,40,19,20,20,3
12,24,9,18,29,15,38,38,33,13,19,23,18,35,40,4,15,36,34,14
14,3,20,7,29,3,25,36,30,17,7,30,7,21,1,27,21,32,24,40
12,18,27,40,19,30,22,22,30,21,30,4,11,25,1,13,6,14,3,25
8,27,11,12,30,34,12,8,2,10,2,1,40,33,33,34,4,11,40,10
18,16,21,16,19,32,13,19,23,4,14,5,22,25,23,33,12,26,26,18
12,5,35,15,31,38,11,20,2,29,10,29,29,12,32,32,7,27,5,18
8,40,16,25,15,23,19,29,12,27,21,6,15,2,18,13,3,6,31,12
40,4,22,25,14,13,34,37,6,37,37,12,33,2,25,2,17,7,6,14
36,18,6,14,1,10,29,20,19,4,17,8,5,39,22,38,10,30,11,9
13,26,21,17,7,23,27,13,38,31,24,33,7,36,13,19,19,31,11,40
40,16,36,2,33,8,28,33,26,36,24,14,24,32,24,33,3,4,35,16
15,30,37,28,8,13,27,33,23,39,19,9,38,36,2,11,15,10,32,8
6,23,9,16,39,21,3,9,25,24,7,28,34,10,1,10,14,10,27,31
21,15,40,37,2,10,25,37,3,26,18,29,3,6,38,40,4,6,10,14
17,1,20,21,6,33,21,24,24,5,19,18,23,23,38,15,19,25,34,7
24,33,31,30,33,32,12,16,8,29,23,31,22,5,36,20,38,33,36,37
18,17,31,17,1,13,7,12,23,21,36,7,34,13,39,21,5,36,20,11
20,38,39,31,40,18,29,39,18,36,33,5,24,28,17,12,20,31,7,34
37,34,12,37,33,31,6,3,18,18,33,12,33,36,32,17,40,9,21,23
10,31,24,35,11,28,35,5,18,22,13,32,19,6,35,37,36,33,16,9
8,8,34,14,2,29,34,19,33,40,29,26,32,9,35,12,10,20,6,28
26,8,19,26,11,7,29,17,20,32,26,1,30,11,36,9,4,16,17,26
40,15,8,3,2,15,21,38,8,12,31,8,24,31,2,18,29,27,15,16
27,27,23,25,39,14,2,14,22,19,29,12,8,28,14,34,35,27,3,23
2,36,7,24,23,22,5,4,13,27,16,11,18,27,9,15,3,32,39,4
28,28,20,19,28,14,3,32,12,34,3,12,23,23,11,19,23,7,11,23
33,2,33,40,13,1,34,39,36,36,20,24,1,33,37,7,5,10,2,16
4,28,7,11,23,40,37,4,21,40,39,5,26,38,2,6,4,27,2,8
35,14,18,31,8,5,12,32,11,6,40,24,40,12,31,2,5,3,28,11
22,39,38,3,26,16,11,31,19,2,38,25,38,2,28,22,24,3,4,12
37,15,12,29,24,29,36,34,19,16,12,16,26,34,3,12,31,37,35,30
11,8,37,34,36,26,21,31,39,27,31,17,37,6,13,33,15,28,40,2
11,15,36,35,19,13,36,16,22,26,19,31,23,26,15,24,3,16,21,29
30,30,11,21,8,15,29,19,1,7,13,30,2,37,31,29,12,32,37,17
32,34,16,39,13,8,8,39,11,39,18,32,7,12,23,18,25,10,18,28
16,31,6,16,1,37,16,33,19,3,36,19,33,27,16,39,7,14,39,8
17,38,6,37,9,35,40,37,5,27,19,7,34,12,39,30,1,39,5,5
29,36,2,36,15,24,17,6,20,28,24,20,28,21,19,40,13,1,37,22
26,35,1,34,18,13,14,13,5,31,20,28,31,30,19,26,32,33,32,8
6,20,15,18,5,39,31,39,28,8,32,17,15,7,8,39,22,36,14,2
7,16,31,28,33,31,38,28,9,5,40,9,24,14,28,5,2,8,8,28
40,17,36,38,22,1,33,38,22,15,24,30,17,36,37,15,34,21,27,7
16,39,35,37,28,33,17,28,15,23,36,23,4,2,22,9,10,9,5,35
26,20,15,39,3,12,29,14,37,38,37,10,28,3,12,1,18,21,31,35
25,30,9,8,39,13,16,12,39,33,14,28,12,16,6,30,40,22,28,15
27,36,19,20,39,29,19,39,2,6,39,17,28,38,7,26,39,40,32,38
10,28,12,8,24,40,23,22,28,17,18,27,14,18,33,5,27,15,21,15
4,9,38,4,9,18,15,21,6,4,11,34,25,7,5,13,26,22,7,29
10,35,11,25,1,40,10,17,15,27,32,40,9,6,30,33,26,28,26,22
15,39,1,38,17,14,14,15,4,8,31,40,13,15,29,28,32,19,4,14
18,39,23,23,19,2,3,4,9,10,5,39,6,25,35,28,33,35,8,37
20,17,5,2,7,22,23,38,27,21,27,17,3,16,11,20,18,13,38,29
28,24,6,35,23,27,18,27,22,26,28,34,7,14,14,35,39,23,37,4
21,29,29,28,35,5,20,33,5,8,17,37,16,6,25,16,11,10,12,33
18,6,4,33,32,11,18,14,20,33,16,13,12,40,40,16,9,11,9,38
