100,40
33,4,24,27,6,3,6,3,3,7,30,5,25,1,4,39,37,27,38,19,32,27,15,7,16,19,40,20,40,9,35,10,7,4,35,26,19,24,30,8
6,28,26,16,6,8,20,32,35,14,12,16,19,24,33,32,40,32,9,2,26,26,31,25,7,7,34,7,26,37,13,2,14,30,24,10,30,19,1,12
13,8,26,2,19,31,24,14,25,23,34,35,4,9,20,21,31,17,19,27,16,9,14,3,34,26,8,7,38,8,20,21,38,2,9,26,4,9,30,14
6,8,39,6,16,25,31,31,26,20,14,33,4,14,37,23,6,36,36,1,19,17,31,21,11,26,34,34,27,33,13,31,3,14,8,34,15,37,29,6
38,39,20,39,30,13,16,32,24,21,11,8,35,24,38,26,37,3,3,16,5,36,28,23,6,17,24,26,38,31,25,10,3,11,18,17,38,35,39,19
15,34,22,22,7,39,37,19,18,27,30,16,18,14,19,23,19,11,36,24,28,4,20,18,15,32,31,25,26,13,29,32,31,40,21,21,2,29,27,5
10,25,23,2,18,1,15,36,27,12,9,20,40,22,4,38,31,13,14,26,7,37,8,10,36,35,24,6,8,24,4,29,6,21,23,36,4,13,12,3
22,26,40,40,21,11,22,29,1,35,28,37,20,8,34,7,22,21,19,39,19,22,37,36,5,13,24,20,16,1,21,34,17,14,29,5,29,4,19,27
30,7,18,1,38,36,18,21,16,11,25,8,38,8,38,32,20,37,1,39,23,9,2,30,18,22,16,15,30,36,25,31,1,33,31,39,16,23,37,12
37,28,7,4,16,15,1,26,29,31,16,17,5,8,18,7,40,37,37,23,36,4,35,30,36,39,9,7,20,11,10,33,11,6,26,16,33,38,17,25
9,25,21,15,18,37,6,19,22,28,2,16,24,3,18,28,7,28,7,37,14,30,4,37,3,32,26,22,38,23,25,18,24,21,19,29,18,32,1,13
33,10,23,4,25,34,19,13,28,29,8,24,25,7,28,10,12,3,33,26,19,29,27,10,38,33,38,1,22,3,10,21,32,15,27,14,15,12,7,14
32,5,26,6,31,25,21,8,21,21,18,7,19,16,33,2,15,5,35,16,29,25,22,2,8,15,37,31,40,17,21,5,9,23,26,12,26,23,30,11
36,16,10,29,17,12,10,11,27,17,7,31,6,32,22,28,7,38,6,6,28,18,26,32,18,17,40,7,14,32,5,35,32,15,14,16,16,10,9,37
7,35,39,22,7,17,19,35,3,33,30,15,3,20,23,25,33,38,34,21,4,14,17,39,15,16,34,37,26,11,13,25,40,11,17,21,31,18,23,25
23,39,1,40,29,11,25,34,31,25,4,15,4,32,21,35,19,26,10,35,1,25,26,18,37,9,38,32,16,24,5,18,16,36,7,9,31,2,28,12
