0,503
1,529
2,439
3,518
4,505
5,476
6,536
7,487
8,555
9,582
10,465
11,494
12,437
13,479
14,547
15,454
16,558
17,610
18,477
19,507
20,561
21,405
22,616
23,679
24,469
25,455
26,503
27,446
28,481
29,592
30,530
31,578
32,492
33,444
34,518
35,508
36,662
37,628
38,543
39,688
40,501
41,534
42,483
43,516
44,460
45,556
46,438
47,579
48,580
49,497
50,525
51,427
52,468
53,532
54,508
55,544
56,565
57,435
58,459
59,412
60,519
61,416
62,469
63,422
64,504
65,586
66,684
67,505
68,582
69,528
70,548
71,502
72,582
73,513
74,575
75,519
76,531
77,575
78,494
79,492
80,477
81,488
82,493
83,517
84,508
85,482
86,471
87,482
88,489
89,502
90,488
91,466
92,536
93,582
94,915
95,493
96,555
97,469
98,490
99,457
100,402
101,468
102,452
103,497
104,524
105,491
106,461
107,549
108,572
109,470
110,646
111,494
112,561
113,488
114,447
115,557
116,500
117,491
118,530
119,461
120,578
121,529
122,501
123,487
124,514
125,606
126,585
127,544
128,569
129,542
130,537
131,533
132,575
133,527
134,476
135,530
136,453
137,433
138,585
139,578
140,368
141,476
142,505
143,481
144,578
145,460
146,459
147,454
148,464
149,598
150,527
151,497
152,502
153,502
154,512
155,462
156,478
157,492
158,462
159,642
160,462
161,645
162,511
163,624
164,600
165,513
166,527
167,462
168,501
169,499
170,450
171,737
172,493
173,545
174,655
175,622
176,483
177,525
178,517
179,535
180,550
181,488
182,463
183,519
184,416
185,473
186,509
187,499
188,507
189,495
190,585
191,526
192,552
193,448
194,475
195,460
196,463
197,511
198,593
199,630
200,458
201,482
202,388
203,471
204,449
205,459
206,538
207,654
208,517
209,422
210,549
211,508
212,490
213,493
214,446
215,520
216,504
217,513
218,554
219,571
220,695
221,441
222,456
223,605
224,433
225,506
226,446
227,538
228,490
229,533
230,525
231,567
232,499
233,671
234,450
235,546
236,561
237,444
238,455
239,632
240,536
241,461
242,481
243,505
244,514
245,458
246,546
247,559
248,513
249,490
250,553
251,567
252,533
253,504
254,453
255,578
256,458
257,510
258,517
259,431
260,466
261,524
262,449
263,479
264,489
265,544
266,546
267,515
268,652
269,541
270,480
271,541
272,480
273,521
274,625
275,481
276,486
277,603
278,509
279,555
280,523
281,525
282,546
283,449
284,535
285,514
286,502
287,515
288,483
289,507
290,535
291,557
292,487
293,474
294,508
295,458
296,430
297,493
298,431
299,470
300,555
301,506
302,527
303,541
304,520
305,552
306,446
307,478
308,412
309,515
310,480
311,447
312,545
313,471
314,518
315,422
316,517
317,438
318,542
319,651
320,510
321,500
322,616
323,455
324,505
325,481
326,451
327,514
328,461
329,496
330,491
331,463
332,466
333,525
334,572
335,485
336,604
337,545
338,605
339,467
340,486
341,487
342,465
343,574
344,502
345,492
346,628
347,544
348,497
349,463
350,496
351,457
352,594
353,535
354,490
355,488
356,528
357,448
358,611
359,638
360,511
361,481
362,618
363,490
364,456
365,577
366,468
367,478
368,451
369,701
370,464
371,473
372,569
373,637
374,602
375,520
376,680
377,486
378,556
379,422
380,553
381,583
382,444
383,442
384,541
385,473
386,476
387,553
388,475
389,493
390,475
391,504
392,532
393,526
394,584
395,535
396,515
397,548
398,543
399,615
400,437
401,459
402,463
403,555
404,450
405,500
406,498
407,565
408,450
409,539
410,491
411,477
412,472
413,566
414,503
415,523
416,507
417,477
418,456
419,629
420,498
421,550
422,573
423,446
424,546
425,491
426,503
427,452
428,441
429,506
430,532
431,492
432,389
433,495
434,531
435,498
436,417
437,454
438,652
439,460
440,501
441,469
442,523
443,455
444,517
445,522
446,523
447,615
448,577
449,507
450,567
451,622
452,475
453,546
454,454
455,497
456,477
457,536
458,519
459,555
460,440
461,521
462,531
463,481
464,437
465,519
466,471
467,458
468,492
469,514
470,556
471,517
472,457
473,388
474,497
475,523
476,539
477,560
478,704
479,522
480,564
481,441
482,724
483,498
484,523
485,515
486,544
487,486
488,527
489,533
490,609
491,483
492,483
493,534
494,510
495,583
496,629
497,539
498,456
499,544
500,495
501,454
502,583
503,517
504,526
505,667
506,618
507,471
508,407
509,516
510,605
511,501
512,480
513,497
514,470
515,539
516,479
517,444
518,526
519,662
520,560
521,479
522,656
523,434
524,440
525,489
526,599
527,439
528,481
529,585
530,499
531,498
532,617
533,480
534,514
535,387
536,509
537,518
538,566
539,512
540,590
541,584
542,489
543,587
544,497
545,453
546,509
547,547
548,419
549,533
550,441
551,472
552,592
553,606
554,451
555,522
556,583
557,602
558,593
559,514
560,458
561,543
562,477
563,578
564,554
565,470
566,530
567,632
568,460
569,486
570,466
571,399
572,561
573,488
574,585
575,498
576,531
577,470
578,483
579,444
580,593
581,543
582,400
583,551
584,602
585,459
586,483
587,512
588,473
589,645
590,465
591,518
592,482
593,533
594,454
595,698
596,452
597,436
598,448
599,458
600,515
601,480
602,612
603,643
604,522
605,519
606,555
607,471
608,565
609,474
610,607
611,479
612,493
613,491
614,427
615,411
616,510
617,466
618,604
619,442
620,486
621,542
622,480
623,500
624,502
625,531
626,452
627,540
628,518
629,439
630,595
631,489
632,712
633,448
634,415
635,491
636,493
637,496
638,457
639,502
640,535
641,447
642,482
643,653
644,448
645,500
646,452
647,489
648,408
649,506
650,508
651,437
652,491
653,389
654,457
655,466
656,508
657,546
658,591
659,567
660,555
661,439
662,495
663,468
664,594
665,472
666,436
667,468
668,402
669,504
670,470
671,523
672,416
673,537
674,510
675,449
676,534
677,496
678,483
679,426
680,415
681,520
682,577
683,504
684,537
685,546
686,435
687,566
688,439
689,478
690,481
691,447
692,500
693,580
694,556
695,494
696,492
697,576
698,504
699,528
700,467
701,501
702,566
703,390
704,468
705,676
706,581
707,448
708,469
709,541
710,471
711,499
712,576
713,577
714,489
715,478
716,518
717,522
718,528
719,564
720,568
721,568
722,489
723,397
724,432
725,547
726,467
727,530
728,457
729,456
730,503
731,453
732,562
733,707
734,545
735,500
736,465
737,463
738,489
739,570
740,607
741,572
742,523
743,563
744,493
745,451
746,597
747,568
748,530
749,504
750,488
751,408
752,576
753,601
754,550
755,469
756,559
757,420
758,521
759,470
760,468
761,475
762,468
763,439
764,537
765,620
766,501
767,492
768,454
769,653
770,488
771,621
772,439
773,441
774,527
775,474
776,553
777,529
778,514
779,543
780,492
781,468
782,501
783,505
784,536
785,518
786,463
787,462
788,518
789,600
790,572
791,495
792,606
793,589
794,406
795,450
796,588
797,529
798,598
799,478
800,501
801,517
802,483
803,431
804,588
805,482
806,393
807,519
808,510
809,456
810,446
811,547
812,480
813,620
814,535
815,668
816,573
817,485
818,521
819,584
820,580
821,496
822,576
823,465
824,600
825,582
826,523
827,520
828,555
829,439
830,521
831,507
832,456
833,489
834,493
835,530
836,426
837,613
838,510
839,495
840,546
841,567
842,424
843,529
844,595
845,581
846,553
847,586
848,447
849,421
850,558
851,581
852,449
853,616
854,679
855,493
856,546
857,447
858,479
859,429
860,479
861,450
862,619
863,480
864,533
865,440
866,525
867,452
868,519
869,594
870,503
871,522
872,504
873,430
874,536
875,452
876,621
877,599
878,595
879,651
880,523
881,644
882,472
883,478
884,471
885,551
886,499
887,622
888,555
889,561
890,530
891,453
892,556
893,555
894,427
895,562
896,583
897,502
898,526
899,452
900,594
901,488
902,459
903,497
904,502
905,523
906,543
907,496
908,583
909,534
910,564
911,507
912,484
913,522
914,546
915,498
916,476
917,512
918,449
919,500
920,436
921,422
922,489
923,469
924,439
925,471
926,467
927,500
928,407
929,485
930,467
931,522
932,451
933,512
934,479
935,524
936,527
937,538
938,452
939,499
940,513
941,458
942,436
943,449
944,488
945,459
946,451
947,588
948,469
949,688
950,433
951,475
952,446
953,480
954,764
955,495
956,509
957,520
958,571
959,416
960,584
961,512
962,442
963,478
964,472
965,535
966,575
967,509
968,483
969,459
970,509
971,484
972,458
973,458
974,458
975,580
976,486
977,532
978,460
979,473
980,583
981,493
982,572
983,467
984,477
985,544
986,483
987,517
988,558
989,575
990,451
991,463
992,475
993,553
994,491
995,536
996,592
997,699
998,512
999,495
